,intern_role,company_name,hiring_type,location,job_offer(LPA),duration(months),posted_time,early_applicant,apply_links,stipend_min,stipend_max
1549,Outreach,Jainam Jivika Foundation,1.0,"Ahmedabad,Mumbai,Noida,Bangalore",0.0,3.0,5,No,https://internshala.com/internship/detail/outreach-internship-in-multiple-locations-at-jainam-jivika-foundation1750238043,5000.0,15000
1550,Inside Sales,Kashyaps HR And Payroll Solutions,1.0,Noida,0.0,5.0,5,No,https://internshala.com/internship/detail/inside-sales-internship-in-noida-at-kashyaps-hr-and-payroll-solutions1750237984,20000.0,23000
1551,Python Development,Neuralbits Technologies Private Limited,1.0,Mumbai,0.0,3.0,5,No,https://internshala.com/internship/detail/python-development-internship-in-mumbai-at-neuralbits-technologies-private-limited1750237933,8000.0,10000
1552,Inside Sales,Devmind IT Solution,0.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-inside-sales-internship-at-devmind-it-solution1750230557,5000.0,10000
1553,Content and Social Media Marketing,Rayeva World Pvt Ltd,1.0,Mumbai,0.0,3.0,5,No,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-mumbai-at-sucheta-anchaliya1750237742,10000.0,14000
1554,Laravel Framework Engineer,Neuralbits Technologies Private Limited,1.0,Mumbai,3.0,3.0,5,No,https://internshala.com/internship/detail/laravel-framework-engineer-internship-in-mumbai-at-neuralbits-technologies-private-limited1750237704,8000.0,10000
1555,Online Operations,Arivu Educational Consultants Private Limited,1.0,Bangalore,0.0,6.0,5,No,https://internshala.com/internship/detail/part-time-online-operations-internship-in-bangalore-at-arivu-educational-consultants-private-limited1750237626,5000.0,10000
1556,Human Resources (HR),NRIWAY,0.0,Nagpur,0.0,6.0,5,No,https://internshala.com/internship/detail/part-time-human-resources-hr-internship-in-nagpur-at-nriway1750230271,3000.0,5000
1557,Search Engine Optimization (SEO),Protocloud Technologies Private Limited,0.0,Rajasthan,0.0,6.0,5,yes,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-rajasthan-at-protocloud-technologies-private-limited1750230163,5000.0,6000
1558,Performance Marketing,PaprClip,0.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-performance-marketing-internship-at-paprclip1750237214,3000.0,5000
1559,Data Analytics,The Affordable Organic Store,1.0,Hyderabad,0.0,6.0,5,No,https://internshala.com/internship/detail/data-analytics-internship-in-hyderabad-at-the-affordable-organic-store1750237112,5000.0,10000
1560,UI/UX Design,"CMR University, Bengaluru",0.0,Bangalore,0.0,3.0,5,No,https://internshala.com/internship/detail/ui-ux-design-internship-in-bangalore-at-cmr-university-bengaluru1750229865,5000.0,7000
1561,Human Resources (HR),The Affordable Organic Store,1.0,Workfromhome,0.0,6.0,5,No,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-the-affordable-organic-store1750236970,5000.0,10000
1562,Operations Manager,Instant Webz,0.0,"Coimbatore,Bangalore",0.0,2.0,5,No,https://internshala.com/internship/detail/operations-manager-internship-in-multiple-locations-at-instant-webz1750236978,5000.0,10000
1563,Business Development (Sales),ECodeSoft Solutions,0.0,Ahmedabad,4.0,6.0,5,yes,https://internshala.com/internship/detail/business-development-sales-internship-in-ahmedabad-at-ecodesoft-solutions1750229757,5000.0,15000
1564,Business Development (Sales),Prime Wealth And Health IMF LLP,0.0,"Ahmedabad,Gandhinagar,Mehsana,Nadiad,Rajkot,Surat,Vapi,Anand,Surendranagar,Vadodara",0.0,6.0,5,No,https://internshala.com/internship/detail/part-time-business-development-sales-internship-in-multiple-locations-at-prime-wealth-and-health-imf-llp1750229581,10000.0,16000
1565,Sports Academy & Events Operations,Sportsfort,0.0,Mumbai,2.5,3.0,5,No,https://internshala.com/internship/detail/sports-academy-events-operations-internship-in-mumbai-at-sportsfort1750236463,5000.0,10000
1566,Customer Service/Customer Support,Arch Store,0.0,Mumbai,0.0,6.0,5,yes,https://internshala.com/internship/detail/customer-service-customer-support-internship-in-mumbai-at-arch-store1750229192,7500.0,11000
1567,Business Development (Sales),Fyn Mobility,0.0,Bangalore,0.0,3.0,5,No,https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-fyn-mobility1750236330,12000.0,15000
1568,Product Management,FynTune Solution Private Limited,1.0,"Thane,NaviMumbai,Turbhe",0.0,6.0,5,No,https://internshala.com/internship/detail/product-management-internship-in-multiple-locations-at-fyntune-solution-private-limited1750236283,12000.0,18000
1569,Sales and Marketing,Amar Chitra Katha Private Limited,0.0,Mumbai,0.0,3.0,5,yes,https://internshala.com/internship/detail/sales-and-marketing-internship-in-mumbai-at-amar-chitra-katha-private-limited1750236265,4000.0,5000
1570,Project Management,FynTune Solution Private Limited,1.0,"Thane,NaviMumbai,Vashi,Belapur,Mumbai,Turbhe,Panvel",0.0,6.0,5,No,https://internshala.com/internship/detail/project-management-internship-in-multiple-locations-at-fyntune-solution-private-limited1750236226,12000.0,18000
1571,Business Development (Sales),SHIKSOLVE EDUCATION LLP,0.0,Gurgaon,3.0,3.0,5,No,https://internshala.com/internship/detail/business-development-sales-internship-in-gurgaon-at-shiksolve-education-llp1750228442,13000.0,25000
1572,Marketing Automation Executive,Thomas Cook,0.0,"Mumbai,E",0.0,3.0,5,No,https://internshala.com/internship/detail/marketing-automation-executive-internship-in-multiple-locations-at-thomas-cook1750235498,5000.0,10000
1573,Digital Marketing,VHarmony Media,0.0,Hyderabad,0.0,2.0,5,No,https://internshala.com/internship/detail/digital-marketing-internship-in-hyderabad-at-vharmony-media1750234876,5000.0,7000
1574,Accounting & Taxation,Digital Factorys,0.0,Pimpri-Chinchwad,0.0,6.0,5,No,https://internshala.com/internship/detail/accounting-taxation-internship-in-pimpri-chinchwad-at-digital-factorys1750227624,5000.0,10000
1575,Mobile App Development,Gaurav Tomar,1.0,Workfromhome,0.0,2.0,5,No,https://internshala.com/internship/detail/work-from-home-mobile-app-development-internship-at-gaurav-tomar1750231341,5000.0,7000
1576,Human Resources (HR),Jainam Jivika Foundation,1.0,Pune,0.0,3.0,5,No,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-jainam-jivika-foundation1750234066,5000.0,15000
1577,Business Development (Sales),White Elephant Media,0.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-part-time-business-development-sales-internship-at-white-elephant-media1750234040,4000.0,6000
1578,Product Marketing,Zago Tours,1.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-product-marketing-internship-at-zago-tours1750233987,5000.0,10000
1579,Sales,BabyCloud,0.0,Aurangabad,0.0,3.0,5,yes,https://internshala.com/internship/detail/sales-internship-in-aurangabad-at-babycloud1750233929,2000.0,4000
1580,Influencer Marketing,Marqeting,0.0,Delhi,0.0,3.0,5,No,https://internshala.com/internship/detail/influencer-marketing-internship-in-delhi-at-marqeting1750233890,8000.0,10000
1581,Content and Social Media Marketing,Puja Gupta,0.0,Kanpur,0.0,2.0,5,yes,https://internshala.com/internship/detail/part-time-content-and-social-media-marketing-internship-in-kanpur-at-puja-gupta1750233800,5000.0,8000
1582,Automation Testing,Ziegler Aerospace,1.0,Hyderabad,2.0,6.0,5,No,https://internshala.com/internship/detail/automation-testing-internship-in-hyderabad-at-ziegler-aerospace1750233752,8000.0,10000
1583,Accounting & Taxation,Global Startup Summit,1.0,Mumbai,0.0,3.0,5,No,https://internshala.com/internship/detail/accounting-taxation-internship-in-mumbai-at-global-startup-summit1750233693,9000.0,9500
1584,Android App Development,Neuralbits Technologies Private Limited,1.0,"Mumbai,Mumbai(Índia)",3.0,3.0,5,No,https://internshala.com/internship/detail/android-app-development-internship-in-mumbai-at-neuralbits-technologies-private-limited1750233643,8000.0,10000
1585,Web Development,Neuralbits Technologies Private Limited,1.0,Mumbai,0.0,3.0,5,No,https://internshala.com/internship/detail/web-development-internship-in-mumbai-at-neuralbits-technologies-private-limited1750233456,8000.0,10000
1586,Data Analytics,Collective Artists Network,1.0,Mumbai,0.0,6.0,5,No,https://internshala.com/internship/detail/data-analytics-internship-in-mumbai-at-collective-artists-network1750233415,7000.0,10000
1587,Sales Consultant,Taimingu OU,1.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-sales-consultant-internship-at-taimingu-ou1750233238,5000.0,10000
1588,Spoken English Teacher,EduCove,0.0,"Chandigarh,Mohali",0.0,3.0,5,No,https://internshala.com/internship/detail/part-time-spoken-english-teacher-internship-in-multiple-locations-at-educove1750233332,5000.0,15000
1589,Digital Marketing,UNV Digital,1.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-digital-marketing-internship-at-unv-digital1750233245,3000.0,5000
1590,Investment Banker,Global Startup Summit,1.0,Mumbai,0.0,6.0,5,No,https://internshala.com/internship/detail/investment-banker-internship-in-mumbai-at-global-startup-summit1750233206,9000.0,11500
1591,Event Management,Global Startup Summit,1.0,Mumbai,2.5,6.0,5,No,https://internshala.com/internship/detail/event-management-internship-in-mumbai-at-global-startup-summit1750233129,7000.0,9500
1592,Campus Ambassador,A2Z Assist,0.0,"Chennai,Thiruvananthapuram,Hyderabad,Mumbai,Vijayawada,Bangalore,Vishakhapatnam",0.0,2.0,5,No,https://internshala.com/internship/detail/campus-ambassador-programme-at-a2z-assist1750233070,5000.0,10000
1593,Video Editing/Making,Brandshark,1.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-video-editing-making-internship-at-brandshark1750233045,5000.0,10000
1594,Campus Ambassador,Talk Drill,0.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/campus-ambassador-programme-at-talk-drill1750233016,5000.0,10000
1595,Community Builder (Female),Positive Emotions Lab LLP Ltd,1.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-part-time-community-builder-female-internship-at-positive-emotions-lab-llp-ltd1750232964,1001.0,2000
1596,Graphic Design,Artfina,1.0,NaviMumbai,0.0,6.0,5,No,https://internshala.com/internship/detail/graphic-design-internship-in-navi-mumbai-at-artfina1750232791,7000.0,12000
1597,Business Development (Sales),Tek Inspirations LLC,0.0,Agra,0.0,3.0,5,yes,https://internshala.com/internship/detail/business-development-sales-internship-in-agra-at-tek-inspirations-llc1750232775,5000.0,8000
1598,Digital Marketing,Imitica,1.0,Delhi,0.0,3.0,5,No,https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-imitica1750232504,3500.0,5000
1599,Floor Manager,Automaniac Autotech LLP,0.0,Mohali,0.0,6.0,5,yes,https://internshala.com/internship/detail/floor-manager-internship-in-mohali-at-automaniac-autotech-llp1750232317,6000.0,6001
1600,Sales and Marketing,Swarama Power Private Limited,0.0,Lucknow,0.0,6.0,5,No,https://internshala.com/internship/detail/sales-and-marketing-internship-in-lucknow-at-swarama-power-private-limited1750231761,11000.0,10000
1601,Finance & Accounting,Raghav V,0.0,Hyderabad,0.0,6.0,5,No,https://internshala.com/internship/detail/finance-accounting-internship-in-hyderabad-at-raghav-v1750224341,16000.0,20000
1602,Digital Marketing,Reserve Nature,0.0,Workfromhome,0.0,6.0,5,No,https://internshala.com/internship/detail/work-from-home-digital-marketing-internship-at-reserve-nature1750231407,6000.0,7000
1603,Administration,Bharti Rakheja,0.0,Delhi,0.0,6.0,5,No,https://internshala.com/internship/detail/administration-internship-in-delhi-at-bharti-rakheja1750231330,5000.0,10000
1604,Telecalling,Pinkcity Jobs,0.0,Jaipur,0.0,3.0,5,No,https://internshala.com/internship/detail/telecalling-internship-in-jaipur-at-pinkcity-jobs1750223730,5000.0,10000
1605,Content Development - Social Media Platform,Frostrek LLP,0.0,Gurgaon,5.0,6.0,5,No,https://internshala.com/internship/detail/content-development-social-media-platform-internship-in-gurgaon-at-frostrek-llp1750230927,10000.0,10000
1606,Junior Art Director,IndiaPix,1.0,Delhi,0.0,3.0,5,No,https://internshala.com/internship/detail/junior-art-director-internship-in-delhi-at-indiapix1750230861,5000.0,10000
1607,Fashion Design And Merchandising,Chokhi,0.0,Jaipur,0.0,2.0,5,yes,https://internshala.com/internship/detail/fashion-design-and-merchandising-internship-in-jaipur-at-vratika-jain1750230767,5000.0,10000
1608,Influencer Marketing (Female) (In Office),Rupeezy,1.0,Bangalore,0.0,6.0,5,No,https://internshala.com/internship/detail/influencer-marketing-internship-in-bangalore-at-rupeezy1750230619,15000.0,20000
1609,Project Management,YHSG,0.0,Jabalpur,0.0,3.0,5,yes,https://internshala.com/internship/detail/project-management-internship-in-jabalpur-at-yhsg1750223178,5000.0,10000
1610,Content and Social Media Marketing,SkyBiz Media,1.0,Workfromhome,0.0,3.0,5,No,https://internshala.com/internship/detail/work-from-home-content-and-social-media-marketing-internship-at-skybiz-media1750230424,9000.0,14500
1611,Agri Business Management Internship,The Affordable Organic Store,1.0,"Hyderabad,Balanagar",0.0,6.0,5,No,https://internshala.com/internship/detail/agri-business-management-internship-internship-in-multiple-locations-at-the-affordable-organic-store1750230017,5000.0,10000
1612,Talent Acquisition,Yangpoo Executive Education,1.0,"NaviMumbai,Mumbai",0.0,3.0,5,No,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-yangpoo-executive-education1750229988,5000.0,8000
1613,Business Development (Sales),Zetawiz Technologies,0.0,Indore,0.0,3.0,5,yes,https://internshala.com/internship/detail/business-development-sales-internship-in-indore-at-zetawiz-technologies1750229766,3000.0,5000
1614,Content,Astrotalk,1.0,Noida,0.0,3.0,5,No,https://internshala.com/internship/detail/content-internship-in-noida-at-astrotalk1750229649,15000.0,20000
1615,Marketing and Sales,Abaxial Bottled Water Manufacturers LLP,0.0,Pune,0.0,2.0,5,yes,https://internshala.com/internship/detail/part-time-marketing-and-sales-internship-in-pune-at-abaxial-bottled-water-manufacturers-llp1750229526,5000.0,10000
1616,Telecalling,FTS Services.ltd,1.0,Kanpur,0.0,3.0,5,No,https://internshala.com/internship/detail/telecalling-internship-in-kanpur-at-fts-servicesltd1750229447,5000.0,10000
1617,Sales and Marketing,Trivara Infraventures Private Ltd,0.0,Bhubaneswar,0.0,3.0,5,yes,https://internshala.com/internship/detail/sales-and-marketing-internship-in-bhubaneswar-at-trivara-infraventures-pvt-ltd1750229399,5000.0,10000
1618,Graphic Design,Orufy Technologies Private Limited,1.0,Jaipur,0.0,6.0,5,No,https://internshala.com/internship/detail/graphic-design-internship-in-jaipur-at-orufy-technologies-private-limited1750229338,5000.0,10000
1619,Content and Social Media Marketing,2070Health,0.0,"Delhi,Gurgaon,Noida",0.0,3.0,5,No,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-multiple-locations-at-2070health1750229266,10000.0,15000
1620,Sales and Marketing,Adorn Crafts,0.0,Faridabad,0.0,3.0,5,No,https://internshala.com/internship/detail/sales-and-marketing-internship-in-faridabad-at-adorn-crafts1750229171,15000.0,30000
1621,Cinematography,Brandshark,1.0,Bangalore,0.0,3.0,5,yes,https://internshala.com/internship/detail/cinematography-internship-in-bangalore-at-brandshark1750229151,5000.0,10000
1622,Video Editing/Making,LOQO AI,1.0,Workfromhome,0.0,2.0,5,No,https://internshala.com/internship/detail/work-from-home-video-editing-making-internship-at-loqo-ai1750229125,5000.0,10000
1623,Digital Marketing,Bytebillion Technologies,0.0,Indore,0.0,3.0,5,yes,https://internshala.com/internship/detail/digital-marketing-internship-in-indore-at-bytebillion-technologies-pvt-ltd1750229087,5000.0,10000
1624,Content Development (English),Uolo Edtech,1.0,Gurgaon,0.0,3.0,5,No,https://internshala.com/internship/detail/content-development-english-internship-in-gurgaon-at-uolo-edtech1750229055,5000.0,10000
